price,S,T,sigma,moneyness
8.00236583168,103.17200891200001,1.00009616847,0.297048507653,1.10855204018
0.0,106.80252387700001,1.9336771982799998,0.00592818018965,1.52909915937
4.065064562,73.68985068,1.0049272758399999,0.348271631088,1.28063370435
0.0137993960953,96.9049728968,0.479848420832,0.252985966387,1.6488647413
78.8222202644,129.90356215399999,1.61087592849,0.028551528094099998,0.39322510516500003
0.00114071916626,119.345177207,0.139127435276,0.309421572639,1.49121031004
1.93391314193,70.6674249832,0.687902166446,0.5088623463090001,1.69492296037
10.0620420644,126.607649071,1.17104850659,0.405062351821,1.31952009132
49.3798446395,95.63980623879999,0.08548105989299999,0.41329459270400004,0.48368941155
73.0967973299,114.175136139,1.44858140634,0.288806765119,0.35988060953900003
7.397133610539999,79.0307706174,0.560923973777,0.48565057988999993,1.1420466459899998
89.2082316925,127.89123145200001,0.38297263956200006,0.479845026256,0.302468984381
3.26208716794e-07,79.61913666470001,0.200415234899,0.180354704003,1.5031011331600002
38.394599753200005,115.22380682200001,1.13694303515,0.551464509071,0.780124966506
0.0935650112141,84.22355533,0.305432225116,0.455799122205,1.8004986179400002
17.0194531172,127.07986067200001,1.10280841001,0.0213429434937,0.866072774811
1.80166246755e-10,92.81454704120002,0.055494556855100005,0.206411098829,1.35422689419
0.00914165149301,88.29732096549999,0.153523633467,0.313207034527,1.41356546996
31.5070337117,82.6856988654,0.635417972494,0.163476695253,0.618957121607
10.7671564973,105.377412313,1.3603499173700002,0.46358619564099995,1.39908315021
0.0,111.87647128200001,0.7629077077099999,0.0073001285096000006,1.7736416916599997
2.1167863534599998,117.88361958,1.0689865119,0.326552623931,1.56549316426
79.5577115719,117.786614251,1.88459999821,0.029928678100099998,0.324560672046
52.681974913199994,99.7746288374,0.22210810086,0.142039580347,0.471990269199
11.8343658826,108.694905211,1.05641438937,0.364987985573,1.10705311
51.734708833599996,77.4717138471,0.105547145405,0.390601043336,0.332211638745
10.2769295095,76.9640796721,1.27616031939,0.11516715481899999,0.8763229387720001
29.1880630193,75.0863652509,1.15249422868,0.190373312794,0.611699994962
80.7913442406,123.794613095,1.86733132432,0.370549273275,0.34938804059699996
1.73856678345,129.701375704,0.272696466125,0.35766499064400004,1.23475488706
47.7238930409,77.5507899894,0.7269025201870001,0.31660580989799997,0.38461941398599997
6.2825342779699995e-18,124.534928493,1.5197784872600002,0.0507429194984,1.70874589609
2.48125779845,85.80951820930001,1.17925984739,0.126647835948,1.0684246688299999
16.7337097105,104.95139790299999,0.5947010946069999,0.095137672371,0.84076122795
16.8960613172,120.65020122600001,0.12122453192,0.519524945575,0.8853375723739999
0.011279003264699999,92.3465703784,0.183679326107,0.518303919038,1.94267335099
2.55380845505,97.02428286920001,1.04571530369,0.237459457381,1.2492728633499999
0.00927899068322,127.749451849,1.36135340676,0.18626361939199998,1.97462155624
7.13946536851e-34,72.95462787470001,0.49252132951600003,0.0622883167646,1.68872144402
17.7404794067,110.83409063100001,1.72125228743,0.0801871779567,0.842000957424
6.21327515288,101.14101645299999,0.322880642491,0.0299807277772,0.938568586543
5.33079766716,75.79773280239999,1.26103076736,0.314826198632,1.2159979570100001
40.5873140076,115.97544063299999,0.147515003878,0.5640554488539999,0.6516065898669999
5.556148546599999,86.739978618,1.7240530373700003,0.442580193912,1.7777438289400003
